 Process ENDF/B Double Differential Data - MF=6 (SIXPAK 2019-1)
 ==============================================================================
 ENDF/B Input Data Filename
 SIXPAK.IN                                                               
 ------------------------------------------------------------------------------
 Requested Ranges
 ------------------------------------------------------------------------------
    Minimum    Maximum   
    MAT  MT    MAT  MT
 ------------------------------------------------------------------------------
      1   1   9999 999
 ==============================================================================
 Terminology
 ------------------------------------------------------------------------------
 LCT  = Reference System (Lab or Center-of-Mass)
 LIP  = Product Modifier, e.g., for Isomeric States
 LAW  = Representation of Data - see, List at End of Output
 LANG = 1     = Legendre     (LAW 1)
      = 2     = Kalbach-Mann (LAW 1)
      = 11-15 = Tabulated    (LAW 1)
      = 0     = Legendre     (LAW 2)
      = 11-15 = Tabulated    (LAW 2)
 LTP  = 1-2   = Legendre     (LAW 5)
      = 11-15 = Tabulated    (LAW 5)
 LEP  = Secondary Energy Interpolation Type(1 to 5)
 ==============================================================================
 Tape Label
 ------------------------------------------------------------------------------
  JENDL/PD-2016.1  Cd-110                                             1
 ------------------------------------------------------------------------------
 WARNING: MT=5 is ALLOWED in MF=6, but NOT in MF=4 or 5.
          see ENDF-102 - Strictly for diagnostic purposes
          this code will Translate MF=6 Data - but be
          WARNED - the results should not be used in ANY          APPLICATIONS.
 ------------------------------------------------------------------------------
 ==============================================================================
 Projectile   Target    Emitted    MAT  MT LCT LIP LAW LANG  LEP  ENDF/B
  Photon     48-Cd-110  36-Kr-86  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-87  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-88  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-89  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-90  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-91  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-92  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-93  4837   5 cm    0   0                
  Photon     48-Cd-110  36-Kr-94  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-81  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-81  4837   5 cm    1   0                
  Photon     48-Cd-110  37-Rb-82  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-82  4837   5 cm    1   0                
  Photon     48-Cd-110  37-Rb-83  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-84  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-84  4837   5 cm    1   0                
  Photon     48-Cd-110  37-Rb-85  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-86  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-86  4837   5 cm    1   0                
  Photon     48-Cd-110  37-Rb-87  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-88  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-89  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-90  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-90  4837   5 cm    1   0                
  Photon     48-Cd-110  37-Rb-91  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-92  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-93  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-94  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-95  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-96  4837   5 cm    0   0                
  Photon     48-Cd-110  37-Rb-97  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-82  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-83  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-83  4837   5 cm    1   0                
  Photon     48-Cd-110  38-Sr-84  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-85  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-85  4837   5 cm    1   0                
  Photon     48-Cd-110  38-Sr-86  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-87  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-87  4837   5 cm    1   0                
  Photon     48-Cd-110  38-Sr-88  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-89  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-90  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-91  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-92  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-93  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-94  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-95  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-96  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-97  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-98  4837   5 cm    0   0                
  Photon     48-Cd-110  38-Sr-99  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -83  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -83  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -84  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -84  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -85  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -85  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -86  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -86  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -87  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -87  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -88  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -89  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -89  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -90  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -90  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -91  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -91  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -92  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -93  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -93  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -94  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -95  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -96  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -97  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -97  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -98  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -98  4837   5 cm    1   0                
  Photon     48-Cd-110  39-Y -99  4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -100 4837   5 cm    0   0                
  Photon     48-Cd-110  39-Y -100 4837   5 cm    1   0                
  Photon     48-Cd-110  40-Zr-84  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-85  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-86  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-87  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-87  4837   5 cm    1   0                
  Photon     48-Cd-110  40-Zr-88  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-89  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-89  4837   5 cm    1   0                
  Photon     48-Cd-110  40-Zr-90  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-90  4837   5 cm    1   0                
  Photon     48-Cd-110  40-Zr-91  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-92  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-93  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-94  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-95  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-96  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-97  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-98  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-99  4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-100 4837   5 cm    0   0                
  Photon     48-Cd-110  40-Zr-101 4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-85  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-86  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-86  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-87  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-87  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-88  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-88  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-89  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-89  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-90  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-90  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-91  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-91  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-92  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-92  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-93  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-93  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-94  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-94  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-95  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-95  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-96  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-97  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-97  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-98  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-98  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-99  4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-99  4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-100 4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-100 4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-101 4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-102 4837   5 cm    0   0                
  Photon     48-Cd-110  41-Nb-102 4837   5 cm    1   0                
  Photon     48-Cd-110  41-Nb-103 4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-86  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-87  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-88  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-89  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-89  4837   5 cm    1   0                
  Photon     48-Cd-110  42-Mo-90  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-91  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-91  4837   5 cm    1   0                
  Photon     48-Cd-110  42-Mo-92  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-93  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-93  4837   5 cm    1   0                
  Photon     48-Cd-110  42-Mo-94  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-95  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-96  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-97  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-98  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-99  4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-100 4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-101 4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-102 4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-103 4837   5 cm    0   0                
  Photon     48-Cd-110  42-Mo-104 4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-87  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-88  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-88  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-89  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-89  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-90  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-90  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-90  4837   5 cm    2   0                
  Photon     48-Cd-110  43-Tc-91  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-91  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-92  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-93  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-93  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-94  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-94  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-95  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-95  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-96  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-96  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-97  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-97  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-98  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-99  4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-99  4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-100 4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-101 4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-102 4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-102 4837   5 cm    1   0                
  Photon     48-Cd-110  43-Tc-103 4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-104 4837   5 cm    0   0                
  Photon     48-Cd-110  43-Tc-105 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-89  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-90  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-91  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-92  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-93  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-93  4837   5 cm    1   0                
  Photon     48-Cd-110  44-Ru-94  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-95  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-96  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-97  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-98  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-99  4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-100 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-101 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-102 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-103 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-104 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-105 4837   5 cm    0   0                
  Photon     48-Cd-110  44-Ru-106 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-90  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-91  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-91  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-92  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-92  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-93  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-94  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-94  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-95  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-95  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-96  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-96  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-97  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-97  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-98  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-98  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-99  4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-99  4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-100 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-100 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-101 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-101 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-102 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-102 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-103 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-103 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-104 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-104 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-105 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-105 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-106 4837   5 cm    0   0                
  Photon     48-Cd-110  45-Rh-106 4837   5 cm    1   0                
  Photon     48-Cd-110  45-Rh-107 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-92  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-93  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-94  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-95  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-95  4837   5 cm    1   0                
  Photon     48-Cd-110  46-Pd-96  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-97  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-98  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-99  4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-100 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-101 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-102 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-103 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-104 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-105 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-106 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-107 4837   5 cm    0   0                
  Photon     48-Cd-110  46-Pd-107 4837   5 cm    1   0                
  Photon     48-Cd-110  46-Pd-108 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-94  4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-94  4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-95  4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-96  4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-96  4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-97  4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-98  4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-99  4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-99  4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-100 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-100 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-101 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-101 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-102 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-102 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-103 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-103 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-104 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-104 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-105 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-105 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-106 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-106 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-107 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-107 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-108 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-108 4837   5 cm    1   0                
  Photon     48-Cd-110  47-Ag-109 4837   5 cm    0   0                
  Photon     48-Cd-110  47-Ag-109 4837   5 cm    1   0                
  Photon     48-Cd-110  48-Cd-96  4837   5 cm    0   0                
  Photon     48-Cd-110  48-Cd-97  4837   5 cm    0   0                
  Photon     48-Cd-110  48-Cd-98  4837   5 cm    0   0                
  Photon     48-Cd-110  48-Cd-99  4837   5 cm    0   0                
  Photon     48-Cd-110  48-Cd-100 4837   5 cm    0   0                
  Photon     48-Cd-110  48-Cd-101 4837   5 cm    0   0                
